 GRID, CVE_ENT_MUN, Fv, Fc
       11533 ,       20179 ,  0.3865395     ,   1.347102    
       11534 ,       20179 ,  0.6134606     ,  0.2165698    
       11535 ,       20260 ,   1.000000     ,   2.954462    
       11536 ,       20544 ,  6.7550205E-02 ,  0.6582545    
       11537 ,       20419 ,   1.000000     ,   1.067044    
       11538 ,       20042 ,  0.0000000E+00 ,  5.9499457E-02
       11539 ,       20335 ,   1.000000     ,  0.0000000E+00
       11540 ,       20541 ,   1.000000     ,   7.195250    
       11541 ,       20432 ,   1.000000     ,   2.242377    
       11542 ,       20514 ,  0.9044994     ,  0.5239967    
       11543 ,       20189 ,  3.6585631E-04 ,  0.0000000E+00
       11544 ,       20460 ,   1.000000     ,  0.6507311    
       11545 ,       20460 ,  0.0000000E+00 ,  0.4532360    
       11547 ,       20498 ,  0.9951805     ,  0.3264117    
       11548 ,       20190 ,  0.0000000E+00 ,  1.3878874E-02
       11549 ,       20190 ,  0.0000000E+00 ,  0.1353377    
       11550 ,       20190 ,  0.0000000E+00 ,  6.9210097E-02
       11551 ,       20207 ,  0.0000000E+00 ,  0.1638444    
       11552 ,       20207 ,  0.0000000E+00 ,  8.5583836E-02
       11554 ,       20057 ,  0.0000000E+00 ,  8.0576003E-02
       11555 ,       30091 ,  0.0000000E+00 ,  4.5733590E-02
       11556 ,       30091 ,  0.0000000E+00 ,  2.7671479E-02
       11557 ,       30091 ,  0.0000000E+00 ,  8.3829023E-02
       11560 ,       30210 ,  0.0000000E+00 ,  1.9394328E-03
       11561 ,       30210 ,  7.8485918E-04 ,  4.5346729E-02
       11562 ,       30210 ,  0.9992152     ,  0.1503385    
       11563 ,       30210 ,  0.0000000E+00 ,  8.6397707E-02
       11564 ,       30210 ,  0.0000000E+00 ,  4.9101901E-03
       11565 ,       30210 ,  0.0000000E+00 ,  0.1916435    
       11572 ,        7092 ,  0.0000000E+00 ,  0.1757602    
       11575 ,        7092 ,  0.0000000E+00 ,  2.2362047E-03
       11576 ,        7060 ,  0.0000000E+00 ,  0.3223057    
       11577 ,        7090 ,  8.4633917E-02 ,  0.6944816    
       11578 ,        7091 ,  0.2242133     ,   1.682890    
       11579 ,        7091 ,  0.7757867     ,   1.371462    
       11580 ,        7072 ,  0.3822069     ,  0.4480686    
       11581 ,        7072 ,  0.0000000E+00 ,  9.6019693E-02
       11582 ,        7039 ,  0.4647675     ,  0.4837083    
       11583 ,        7039 ,  0.5352325     ,  8.1301302E-02
       11584 ,        7096 ,  0.0000000E+00 ,  0.1210141    
       11585 ,        7096 ,  0.0000000E+00 ,  0.1729608    
       11586 ,        7109 ,  1.5968506E-03 ,  0.6782107    
       11587 ,        7109 ,  0.9984031     ,  0.7417634    
       11589 ,        7031 ,  0.0000000E+00 ,  7.1861401E-02
       11590 ,        7031 ,  0.0000000E+00 ,  6.8789475E-02
       11591 ,        7031 ,  0.0000000E+00 ,  3.8159825E-02
       11593 ,        7031 ,  0.0000000E+00 ,  1.3210120E-02
       11594 ,        7031 ,  0.0000000E+00 ,  9.1558143E-02
       11595 ,        7059 ,  0.0000000E+00 ,  2.3927547E-02
       11596 ,        7065 ,  0.0000000E+00 ,  4.2736605E-02
       11597 ,        7059 ,  0.0000000E+00 ,  3.5595253E-02
       11598 ,        7065 ,  0.0000000E+00 ,  4.1739576E-02
       11832 ,       12038 ,  0.0000000E+00 ,  4.0488683E-02
       11833 ,       12048 ,  0.2710595     ,  9.1486707E-02
       11834 ,       12048 ,  0.6426499     ,  4.3716617E-02
       11837 ,       12048 ,  0.0000000E+00 ,  8.8192038E-02
       11838 ,       12057 ,  0.0000000E+00 ,  6.9404989E-02
       11839 ,       12057 ,  0.0000000E+00 ,  1.5094284E-02
       11840 ,       12057 ,  0.0000000E+00 ,  5.3137951E-02
       11841 ,       12057 ,  0.0000000E+00 ,  3.6273740E-02
       11845 ,       12054 ,  0.0000000E+00 ,  5.4491027E-03
       11846 ,       12054 ,  0.0000000E+00 ,  9.7613744E-02
       11847 ,       12032 ,  0.0000000E+00 ,  1.7201620E-04
       11849 ,       12032 ,  0.0000000E+00 ,  4.0505785E-02
       11850 ,       12040 ,  4.0433362E-02 ,  0.6545427    
       11851 ,       12040 ,  0.0000000E+00 ,  0.1330991    
       11852 ,       12029 ,  0.0000000E+00 ,  2.8822429E-02
       11853 ,       12029 ,  0.0000000E+00 ,  2.8267998E-02
       11854 ,       12029 ,  4.4475198E-03 ,  3.1337321E-02
       11855 ,       12029 ,  0.7709386     ,  0.1564038    
       11856 ,       12061 ,  0.7764949     ,  0.3181771    
       11857 ,       12061 ,  0.0000000E+00 ,  0.1201573    
       11858 ,       12028 ,  0.0000000E+00 ,  0.1988348    
       11859 ,       12028 ,  2.2982214E-02 ,  7.9956226E-02
       11860 ,       12028 ,  0.0000000E+00 ,  0.1293800    
       11861 ,       12010 ,  0.4277125     ,  0.1093912    
       11862 ,       12010 ,  0.5722876     ,  0.2294751    
       11863 ,       12010 ,  0.0000000E+00 ,  0.3125739    
       11864 ,       12020 ,  0.0000000E+00 ,  0.5246304    
       11865 ,       12066 ,  0.0000000E+00 ,  0.2147907    
       11866 ,       12066 ,   1.000000     ,  0.2124439    
       11868 ,       12065 ,  5.4363780E-02 ,  0.7450707    
       11869 ,       20183 ,  5.9277448E-03 ,  0.9043922    
       11870 ,       20011 ,  0.0000000E+00 ,  0.3375996    
       11871 ,       20537 ,   1.000000     ,  0.3191524    
       11872 ,       20065 ,   1.000000     ,  0.5736827    
       11873 ,       20549 ,  0.0000000E+00 ,  7.3934652E-02
       11874 ,       20549 ,  0.0000000E+00 ,  6.5507874E-02
       11876 ,       20346 ,   1.000000     ,  0.9924833    
       11877 ,       20346 ,  0.0000000E+00 ,   1.679939    
       11878 ,       20499 ,  0.9771979     ,  0.6880536    
       11879 ,       20339 ,   1.000000     ,  0.5647991    
       11880 ,       20523 ,   1.000000     ,  0.5919750    
       11881 ,       20493 ,  0.7520936     ,   3.284186    
       11882 ,       20006 ,  0.7145506     ,  0.2151591    
       11883 ,       20463 ,  1.3104313E-03 ,   1.905420    
       11884 ,       20463 ,  0.2046215     ,  0.0000000E+00
       11885 ,       20478 ,   1.000000     ,  0.3674568    
       11886 ,       20175 ,  0.0000000E+00 ,   1.251930    
       11888 ,       20001 ,  0.0000000E+00 ,   1.225753    
       11889 ,       20001 ,  0.6270866     ,  0.3399470    
       11890 ,       20173 ,  0.1270297     ,  0.8691610    
       11893 ,       20222 ,   1.000000     ,  0.2744801    
       11894 ,       20457 ,   1.000000     ,   1.588028    
       11896 ,       20212 ,   1.000000     ,  0.0000000E+00
       11898 ,       20205 ,  0.8284045     ,  0.2233441    
       11899 ,       20460 ,  0.0000000E+00 ,  0.3912921    
       11903 ,       20498 ,  4.8194882E-03 ,  0.1335728    
       11904 ,       20190 ,  0.0000000E+00 ,  0.1450694    
       11905 ,       20190 ,  0.0000000E+00 ,  5.4909772E-04
       11906 ,       20190 ,  0.0000000E+00 ,  3.5595097E-02
       11907 ,       30091 ,  0.0000000E+00 ,  0.1033521    
       11908 ,       30091 ,   1.000000     ,  8.4806159E-02
       11909 ,       30091 ,  0.0000000E+00 ,  6.8672746E-02
       11910 ,       30091 ,  0.0000000E+00 ,  5.9358321E-02
       11914 ,       30210 ,  0.0000000E+00 ,  7.7132307E-02
       11915 ,       30210 ,  0.0000000E+00 ,  9.0231687E-02
       11918 ,       30061 ,  0.0000000E+00 ,  6.3552245E-02
       11924 ,       27008 ,  0.0000000E+00 ,  2.2874703E-03
       11925 ,       27008 ,  0.0000000E+00 ,  4.5195919E-02
       11928 ,        7033 ,  0.8982534     ,  0.0000000E+00
       11929 ,        7033 ,  0.1017465     ,  0.2081311    
       11930 ,        7025 ,   1.000000     ,  0.6944738    
       11931 ,        7091 ,  0.0000000E+00 ,  0.3162064    
       11932 ,        7042 ,   1.000000     ,  0.4323224    
       11934 ,        7005 ,  0.0000000E+00 ,  0.5591508    
       11935 ,        7039 ,  0.0000000E+00 ,  1.9361340E-02
       11936 ,        7076 ,  0.0000000E+00 ,  0.2740985    
       11937 ,        7076 ,   1.000000     ,  0.3020507    
       11938 ,        7096 ,  0.3972929     ,  0.2201727    
       11939 ,        7096 ,  0.2004019     ,  0.4527690    
       11940 ,        7100 ,   1.000000     ,  0.2132811    
       11942 ,        7031 ,  0.0000000E+00 ,  3.5258114E-02
       11943 ,        7077 ,  0.0000000E+00 ,  0.1527585    
       11944 ,        7065 ,  0.0000000E+00 ,  2.9217869E-02
       11946 ,        7031 ,  0.0000000E+00 ,  2.1710318E-02
       11947 ,        7065 ,  0.0000000E+00 ,  8.6018212E-02
       11948 ,        7031 ,  0.0000000E+00 ,  4.8161291E-02
       11949 ,        7065 ,  0.0000000E+00 ,  4.0911932E-02
       11950 ,        7065 ,  0.0000000E+00 ,  1.9015227E-02
       12183 ,       12038 ,  0.2740023     ,  4.8069369E-02
       12184 ,       12038 ,  0.4821365     ,  6.1058600E-02
       12185 ,       12038 ,  6.5035678E-02 ,  4.1219447E-02
       12186 ,       12038 ,  0.0000000E+00 ,  5.8622979E-02
       12187 ,       12048 ,  0.0000000E+00 ,  6.7044243E-02
       12191 ,       12057 ,  0.0000000E+00 ,  1.1049451E-02
       12192 ,       12057 ,  0.0000000E+00 ,  8.7655619E-02
       12193 ,       12057 ,  0.0000000E+00 ,  2.3648808E-02
       12194 ,       12057 ,  0.0000000E+00 ,  5.0205093E-02
       12198 ,       12054 ,  0.0000000E+00 ,  8.0781840E-02
       12199 ,       12054 ,  0.0000000E+00 ,  6.5704375E-03
       12203 ,       12040 ,  0.1874481     ,  1.3599820E-02
       12204 ,       12040 ,  0.0000000E+00 ,  0.1944947    
       12205 ,       12040 ,  0.0000000E+00 ,  0.1502821    
       12206 ,       12040 ,  0.7721186     ,  0.1886676    
       12207 ,       12075 ,  0.1071722     ,  0.1350008    
       12208 ,       12075 ,  0.3832932     ,  0.1651228    
       12209 ,       12061 ,  0.2235051     ,  0.1711848    
       12210 ,       12061 ,  0.0000000E+00 ,  0.2312284    
       12211 ,       12074 ,  0.3918858     ,  0.2145223    
       12212 ,       12028 ,  0.9364956     ,  0.3706210    
       12213 ,       12002 ,  0.0000000E+00 ,  0.2702377    
       12214 ,       12010 ,  0.0000000E+00 ,  0.1500748    
       12215 ,       12002 ,  0.0000000E+00 ,  0.2379662    
       12216 ,       12002 ,  0.0000000E+00 ,  0.1480754    
       12217 ,       12066 ,  0.0000000E+00 ,  0.1042002    
       12219 ,       12066 ,  0.0000000E+00 ,  0.2203261    
       12220 ,       20251 ,  0.0000000E+00 ,   2.045075    
       12221 ,       20251 ,  0.1668649     ,   2.022617    
       12222 ,       20183 ,  0.6565397     ,  0.1425410    
       12223 ,       20501 ,   1.000000     ,   1.816797    
       12224 ,       20537 ,  0.0000000E+00 ,  0.1144374    
       12225 ,       20081 ,  0.8804857     ,  0.5975168    
       12226 ,       20081 ,  0.1195142     ,  0.2793458    
       12227 ,       20549 ,  0.0000000E+00 ,  0.2628352    
       12228 ,       20549 ,  0.0000000E+00 ,  9.5084444E-02
       12229 ,       20524 ,   1.000000     ,  0.3724736    
       12230 ,       20405 ,   1.000000     ,  0.6138655    
       12231 ,       20093 ,   1.000000     ,  0.9524986    
       12232 ,       20341 ,   1.000000     ,   10.03855    
       12233 ,       20521 ,   1.000000     ,   4.607958    
       12234 ,       20121 ,   1.000000     ,   2.052285    
       12235 ,       20006 ,  0.0000000E+00 ,  0.1293374    
       12236 ,       20006 ,  0.0000000E+00 ,  0.1370711    
       12237 ,       20395 ,  0.0000000E+00 ,  0.1375623    
       12238 ,       20177 ,  0.0000000E+00 ,  0.1617423    
       12239 ,       20175 ,   1.000000     ,  0.2633834    
       12241 ,       20001 ,  0.0000000E+00 ,  0.4487489    
       12242 ,       20214 ,  2.4333443E-03 ,  8.2214698E-02
       12243 ,       20458 ,   1.000000     ,  0.7938166    
       12244 ,       20458 ,  0.0000000E+00 ,  8.9011893E-02
       12245 ,       20458 ,  0.0000000E+00 ,  1.4651396E-03
       12251 ,       20205 ,  0.0000000E+00 ,  9.3097255E-02
       12252 ,       20460 ,  0.0000000E+00 ,  0.3755857    
       12254 ,       30212 ,  0.0000000E+00 ,  0.1227574    
       12255 ,       20498 ,  0.0000000E+00 ,  0.2969740    
       12256 ,       20498 ,  0.0000000E+00 ,  6.7351498E-03
       12258 ,       20190 ,  0.0000000E+00 ,  5.0258424E-02
       12259 ,       20190 ,  0.0000000E+00 ,  0.1011449    
       12260 ,       30091 ,  0.0000000E+00 ,  8.5758649E-02
       12261 ,       30091 ,  0.0000000E+00 ,  6.4373404E-02
       12262 ,       30091 ,  0.0000000E+00 ,  3.2909971E-02
       12264 ,       30091 ,  0.0000000E+00 ,  7.5592346E-02
       12265 ,       30070 ,  0.0000000E+00 ,  9.8106585E-02
       12266 ,       30070 ,  0.0000000E+00 ,  0.1803291    
       12267 ,       30108 ,  0.0000000E+00 ,  5.2577384E-02
       12268 ,       30108 ,  0.0000000E+00 ,  2.1040935E-02
       12271 ,       30061 ,  0.0000000E+00 ,  5.4575525E-02
       12275 ,       30061 ,  0.0000000E+00 ,  5.1905077E-02
       12276 ,       30061 ,  0.0000000E+00 ,  1.6312784E-02
       12277 ,       27008 ,  0.0000000E+00 ,  1.1468475E-02
       12278 ,       27008 ,  0.0000000E+00 ,  2.3003573E-02
       12279 ,        7062 ,  0.0000000E+00 ,  7.3817939E-02
       12280 ,        7062 ,  0.0000000E+00 ,  7.4444041E-02
       12281 ,        7062 ,   1.000000     ,  5.5015810E-02
       12282 ,        7068 ,  0.0000000E+00 ,  1.2816784E-02
       12283 ,        7043 ,  0.5204829     ,  0.8454694    
       12284 ,        7084 ,  0.2866070     ,  0.4205328    
       12285 ,        7084 ,  0.0000000E+00 ,  0.1572570    
       12286 ,        7005 ,  0.0000000E+00 ,  0.2021825    
       12287 ,        7005 ,   1.000000     ,  0.5808853    
       12288 ,        7076 ,  0.0000000E+00 ,  0.2631481    
       12289 ,        7076 ,  0.0000000E+00 ,  0.1902655    
       12291 ,        7096 ,  4.1209761E-02 ,  0.1369285    
       12292 ,        7100 ,  0.0000000E+00 ,  4.5634829E-02
       12293 ,        7077 ,  0.0000000E+00 ,  0.1086928    
       12295 ,        7077 ,  0.0000000E+00 ,  3.6477707E-03
       12296 ,        7077 ,  0.0000000E+00 ,  0.1140243    
       12299 ,        7065 ,  0.0000000E+00 ,  1.0513186E-02
       12300 ,        7065 ,  0.0000000E+00 ,  8.3139360E-02
       12301 ,        7065 ,  0.0000000E+00 ,  3.4036692E-02
       12304 ,       27017 ,  0.0000000E+00 ,  1.5234165E-02
       12305 ,       27017 ,  0.0000000E+00 ,  2.8188456E-02
       12306 ,       27017 ,  0.0000000E+00 ,  4.6901617E-02
       12307 ,       27017 ,  0.0000000E+00 ,  4.4044331E-02
       12308 ,       27017 ,  0.0000000E+00 ,  4.3312065E-02
       12535 ,       12038 ,  0.0000000E+00 ,  2.4345499E-02
       12536 ,       12038 ,  0.1788255     ,  0.1070973    
       12537 ,       12038 ,  0.0000000E+00 ,  9.7869240E-02
       12538 ,       12038 ,  0.0000000E+00 ,  5.9779719E-02
       12539 ,       12048 ,  0.0000000E+00 ,  1.8093554E-02
       12540 ,       12048 ,  0.0000000E+00 ,  2.5165850E-02
       12541 ,       12048 ,  0.0000000E+00 ,  1.6702445E-02
       12545 ,       12022 ,  0.0000000E+00 ,  5.2744737E-03
       12551 ,       12054 ,  0.0000000E+00 ,  9.0840459E-02
       12552 ,       12054 ,  0.0000000E+00 ,  1.5463809E-02
       12555 ,       12032 ,  0.0000000E+00 ,  9.3471512E-02
       12556 ,       12040 ,  0.0000000E+00 ,  9.1570288E-02
       12557 ,       12040 ,  0.0000000E+00 ,  8.2998708E-02
       12558 ,       12075 ,  0.0000000E+00 ,  7.7353485E-02
       12560 ,       12075 ,  0.0000000E+00 ,  7.0028983E-02
       12561 ,       12075 ,  4.5911524E-02 ,  0.1656620    
       12562 ,       12061 ,  0.0000000E+00 ,  1.6017687E-02
       12563 ,       12042 ,   1.000000     ,  0.3777182    
       12564 ,       12074 ,  5.3242590E-02 ,  0.9131349    
       12565 ,       12074 ,  0.5548716     ,  0.1581254    
       12566 ,       12002 ,  0.0000000E+00 ,  0.2310777    
       12567 ,       12002 ,  0.2450540     ,  0.4184928    
       12568 ,       12002 ,  0.7549460     ,  6.6585680E-03
       12570 ,       12024 ,  0.0000000E+00 ,  0.4492019    
       12571 ,       12024 ,  0.2055340     ,  0.1246600    
       12572 ,       12005 ,  0.1981731     ,  0.3224350    
       12573 ,       12005 ,  0.8018270     ,  0.1778265    
       12574 ,       20251 ,  0.8331351     ,   1.775989    
       12575 ,       20259 ,   1.000000     ,  0.5392729    
       12576 ,       20484 ,   1.000000     ,  0.4199548    
       12577 ,       20230 ,   1.000000     ,  0.6225444    
       12578 ,       20520 ,  0.0000000E+00 ,  0.2172790    
       12579 ,       20520 ,   1.000000     ,  0.6172645    
       12580 ,       20237 ,  0.2690292     ,  0.2206059    
       12581 ,       20549 ,   1.000000     ,  0.6126248    
       12582 ,       20456 ,  4.0958729E-02 ,  0.6257372    
       12583 ,       20540 ,  9.6538350E-02 ,   3.686661    
       12584 ,       20540 ,  0.9034616     ,  0.6863195    
       12585 ,       20486 ,   1.000000     ,  0.9827620    
       12586 ,       20422 ,   1.000000     ,  0.5221858    
       12587 ,       20176 ,  0.0000000E+00 ,  0.5080723    
       12588 ,       20264 ,   1.000000     ,  0.6302469    
       12589 ,       20451 ,   1.000000     ,   1.574525    
       12590 ,       20311 ,   1.000000     ,  0.1418900    
       12591 ,       20177 ,  0.0000000E+00 ,  0.1230939    
       12595 ,       20214 ,  0.9975666     ,  0.0000000E+00
       12597 ,       20458 ,  0.0000000E+00 ,  0.1834486    
       12598 ,       20458 ,  0.0000000E+00 ,  0.3195429    
       12604 ,       20468 ,   1.000000     ,  0.0000000E+00
       12605 ,       30212 ,  0.0000000E+00 ,  0.1509605    
       12606 ,       30212 ,  0.0000000E+00 ,  0.1335075    
       12607 ,       30212 ,  0.0000000E+00 ,  0.2686091    
       12608 ,       30130 ,  0.0000000E+00 ,  0.1016731    
       12609 ,       30130 ,  2.8660551E-03 ,  1.2056602E-02
       12613 ,       30142 ,  0.0000000E+00 ,  6.4655937E-02
       12615 ,       30091 ,  0.0000000E+00 ,  3.0733148E-02
       12616 ,       30091 ,  0.0000000E+00 ,  7.7280670E-02
       12617 ,       30070 ,  0.0000000E+00 ,  0.1694518    
       12618 ,       30070 ,  0.0000000E+00 ,  9.2096739E-02
       12619 ,       30070 ,  0.0000000E+00 ,  9.6899025E-02
       12620 ,       30108 ,  0.0000000E+00 ,  7.4849479E-02
       12621 ,       30108 ,  0.0000000E+00 ,  5.0807126E-02
       12622 ,       30108 ,  0.0000000E+00 ,  0.1015146    
       12623 ,       30108 ,  0.0000000E+00 ,  3.7051648E-02
       12624 ,       30061 ,  0.0000000E+00 ,  5.2566148E-02
       12627 ,       30061 ,  0.0000000E+00 ,  4.4926211E-02
       12628 ,       30061 ,  0.0000000E+00 ,  3.4015026E-02
       12632 ,       27008 ,  0.0000000E+00 ,  4.3805983E-02
       12633 ,        7062 ,  0.0000000E+00 ,  0.4193907    
       12634 ,        7068 ,  0.0000000E+00 ,  2.0765724E-02
       12635 ,        7088 ,   1.000000     ,  0.1112410    
       12636 ,        7068 ,  0.5466497     ,  0.2231773    
       12637 ,        7084 ,  0.7133930     ,  0.5706464    
       12638 ,        7045 ,  0.7320774     ,  0.0000000E+00
       12640 ,       27015 ,  0.5061926     ,  0.2007611    
       12641 ,       27015 ,  0.0000000E+00 ,  1.3549422E-02
       12643 ,        7096 ,  0.0000000E+00 ,  8.7789193E-02
       12644 ,        7096 ,  0.0000000E+00 ,  0.1329655    
       12645 ,        7096 ,  0.2457402     ,  9.0040497E-02
       12646 ,        7077 ,  0.0000000E+00 ,  5.4971073E-02
       12647 ,        7077 ,  0.0000000E+00 ,  6.4994045E-02
       12648 ,        7077 ,  0.0000000E+00 ,  8.2035527E-02
       12649 ,        7077 ,  0.0000000E+00 ,  0.1040458    
       12650 ,        7065 ,  0.0000000E+00 ,  3.2036334E-02
       12651 ,        7065 ,  0.0000000E+00 ,  3.5207946E-02
       12652 ,        7065 ,  0.0000000E+00 ,  3.7073150E-02
       12653 ,        7065 ,  0.0000000E+00 ,  2.4024248E-02
       12656 ,       27017 ,  0.0000000E+00 ,  5.1259510E-03
       12657 ,       27017 ,  0.0000000E+00 ,  5.2515652E-02
       12658 ,       27017 ,  0.0000000E+00 ,  6.5431610E-02
       12659 ,       27017 ,  0.0000000E+00 ,  7.6897994E-02
       12660 ,       27017 ,  0.0000000E+00 ,  1.8164834E-02
       12661 ,       27017 ,  0.0000000E+00 ,  3.0198030E-02
       12888 ,       12038 ,  0.0000000E+00 ,  6.7400694E-02
       12890 ,       12038 ,  0.0000000E+00 ,  1.1184945E-02
       12891 ,       12038 ,  0.0000000E+00 ,  9.3169518E-02
       12892 ,       12038 ,  0.0000000E+00 ,  1.1800099E-03
       12893 ,       12048 ,  0.0000000E+00 ,  1.0272169E-02
       12894 ,       12022 ,  0.0000000E+00 ,  8.3321817E-02
       12895 ,       12022 ,  0.0000000E+00 ,  2.9259853E-02
       12905 ,       12054 ,  0.0000000E+00 ,  0.1134811    
       12908 ,       12032 ,   1.000000     ,  6.5175153E-02
       12911 ,       12075 ,  0.0000000E+00 ,  2.5046555E-02
       12912 ,       12075 ,  0.1859796     ,  7.5850949E-02
       12913 ,       12075 ,  0.0000000E+00 ,  0.1038427    
       12914 ,       12075 ,  5.4419640E-02 ,  0.1297926    
       12920 ,       12002 ,  0.0000000E+00 ,  7.5992107E-02
       12922 ,       12045 ,  0.0000000E+00 ,  1.9949889E-02
       12923 ,       12045 ,  0.6641336     ,  0.2815048    
       12924 ,       12024 ,  0.7944661     ,  6.9178224E-02
       12925 ,       12033 ,   1.000000     ,  0.2880438    
       12926 ,       20567 ,  0.0000000E+00 ,  0.1032749    
       12927 ,       20567 ,   1.000000     ,  0.5688766    
       12928 ,       20199 ,   1.000000     ,   1.173514    
       12929 ,       20034 ,  1.1621770E-02 ,  0.1975128    
       12930 ,       20290 ,   1.000000     ,   4.463755    
       12931 ,       20529 ,  0.8970737     ,   2.484758    
       12932 ,       20529 ,  0.1029263     ,  0.3868513    
       12933 ,       20237 ,  0.7309707     ,  0.7056515    
       12934 ,       20039 ,  0.1888404     ,  0.4385298    
       12935 ,       20456 ,  0.9590414     ,  0.7178978    
       12936 ,       20089 ,  0.0000000E+00 ,  5.3443469E-02
       12937 ,       20556 ,   1.000000     ,   7.170306    
       12938 ,       20287 ,   1.000000     ,   1.224733    
       12939 ,       20488 ,   1.000000     ,  0.7383694    
       12940 ,       20176 ,  0.5023935     ,  8.6367808E-02
       12941 ,       20270 ,  5.1443413E-02 ,  0.1004297    
       12942 ,       20436 ,  4.8346393E-02 ,  0.7663145    
       12943 ,       20558 ,  5.4088097E-02 ,   3.149122    
       12944 ,       20558 ,  0.6922924     ,  0.2522457    
       12945 ,       20220 ,   1.000000     ,   1.067997    
       12946 ,       20220 ,  0.0000000E+00 ,  0.2461887    
       12951 ,       20559 ,  0.0000000E+00 ,  0.3124948    
       12952 ,       20009 ,  0.0000000E+00 ,  0.7639455    
       12953 ,       20009 ,  4.3599058E-02 ,  0.7202972    
       12954 ,       20009 ,  0.9564009     ,  8.2608536E-02
       12956 ,       20205 ,  0.0000000E+00 ,  1.2307887E-02
       12957 ,       30130 ,  0.0000000E+00 ,  4.1323155E-02
       12958 ,       30212 ,   1.000000     ,  6.6896871E-02
       12959 ,       30212 ,  0.0000000E+00 ,  0.1501926    
       12960 ,       30212 ,  0.0000000E+00 ,  1.9063860E-02
       12961 ,       30130 ,  0.0000000E+00 ,  5.5489875E-02
       12962 ,       30130 ,  0.2298910     ,  6.3524187E-02
       12963 ,       30142 ,  0.0000000E+00 ,  2.7713627E-02
       12966 ,       30144 ,  0.0000000E+00 ,  0.1108330    
       12967 ,       30144 ,  0.0000000E+00 ,  9.1142729E-02
       12968 ,       30144 ,  0.0000000E+00 ,  0.1069410    
       12969 ,       30172 ,  0.0000000E+00 ,  0.1307092    
       12970 ,       30070 ,  0.0000000E+00 ,  0.1916212    
       12971 ,       30070 ,  0.0000000E+00 ,  5.0540466E-02
       12974 ,       30108 ,  0.0000000E+00 ,  7.2349861E-02
       12975 ,       30108 ,  0.0000000E+00 ,  3.9559929E-03
       12976 ,       30108 ,  0.0000000E+00 ,  6.4779617E-02
       12977 ,       30061 ,  0.0000000E+00 ,  6.0827427E-02
       12978 ,       30061 ,  0.0000000E+00 ,  3.0726450E-02
       12979 ,       30061 ,  0.0000000E+00 ,  2.0278800E-02
       12980 ,       30061 ,  0.0000000E+00 ,  4.6342108E-02
       12984 ,       27008 ,  0.0000000E+00 ,  1.9988852E-02
       12985 ,       27008 ,  0.0000000E+00 ,  2.9196573E-02
       12986 ,       27008 ,  0.0000000E+00 ,  1.3963560E-02
       12987 ,        7068 ,  0.0000000E+00 ,  0.1745724    
       12988 ,        7048 ,  0.1701631     ,  6.8406790E-02
       12989 ,        7068 ,  0.4533503     ,  0.1794730    
       12990 ,        7068 ,  0.0000000E+00 ,  0.1471527    
       12991 ,       27016 ,   1.000000     ,  0.3413571    
       12992 ,       27015 ,  0.0000000E+00 ,  9.5014371E-02
       12993 ,       27015 ,  0.0000000E+00 ,  0.2088115    
       12994 ,       27015 ,  0.0000000E+00 ,  6.9253549E-02
       12995 ,       27015 ,  0.0000000E+00 ,  0.1444861    
       12998 ,        7077 ,  0.1092412     ,  0.2673958    
       12999 ,        7077 ,  0.0000000E+00 ,  0.1518963    
       13000 ,        7077 ,  0.0000000E+00 ,  2.2149611E-02
       13002 ,        7065 ,  0.3553446     ,  5.7714209E-02
       13003 ,        7065 ,  0.3487780     ,  4.6976887E-02
       13006 ,        7065 ,  0.0000000E+00 ,  2.6373309E-03
       13007 ,       27017 ,  0.0000000E+00 ,  9.2568941E-02
       13008 ,       27017 ,  0.0000000E+00 ,  5.6899481E-02
       13009 ,       27017 ,  0.9651024     ,  8.8965595E-02
       13010 ,       27017 ,  0.0000000E+00 ,  8.5426286E-02
       13011 ,       27017 ,  0.0000000E+00 ,  9.8363943E-02
       13012 ,       27017 ,  0.0000000E+00 ,  7.0884429E-02
       13013 ,       27017 ,  0.0000000E+00 ,  5.9483908E-02
       13014 ,       27017 ,  0.0000000E+00 ,  6.2228856E-03
       13235 ,       16052 ,  5.8783028E-02 ,  1.3679987E-02
       13236 ,       16052 ,  3.5804284E-03 ,  1.9276928E-02
       13239 ,       12068 ,  0.0000000E+00 ,  1.6727870E-02
       13240 ,       12068 ,  0.0000000E+00 ,  0.1047337    
       13241 ,       12068 ,  0.0000000E+00 ,  6.5147340E-02
       13245 ,       12038 ,  0.0000000E+00 ,  0.1033625    
       13246 ,       12038 ,  0.0000000E+00 ,  0.1126778    
       13247 ,       12048 ,  0.0000000E+00 ,  5.0209360E-03
       13258 ,       12054 ,  0.0000000E+00 ,  9.7894087E-02
       13264 ,       12075 ,  0.0000000E+00 ,  1.1286681E-03
       13266 ,       12075 ,  0.0000000E+00 ,  6.2157027E-02
       13267 ,       12075 ,  0.0000000E+00 ,  1.0152165E-02
       13268 ,       12075 ,  0.0000000E+00 ,  0.1616277    
       13275 ,       12045 ,  0.0000000E+00 ,  0.1628800    
       13276 ,       12045 ,  0.2292280     ,  0.1290421    
       13277 ,       12045 ,  0.1066384     ,  0.0000000E+00
       13278 ,       12033 ,  0.0000000E+00 ,  0.3994753    
       13279 ,       12070 ,  0.1184054     ,  0.5038013    
       13281 ,       20186 ,   1.000000     ,   1.187921    
